source_domain,source,source_id,target_domain,target,target_id,relationship,code
Business,Business Actor,business-actor,Technology,System Software,system-software,Association,O
Business,Business Actor,business-actor,Technology,Technology Interface,technology-interface,Association,O
Business,Business Actor,business-actor,Implementation & Migration,Deliverable,deliverable,Association,O
Business,Business Actor,business-actor,Implementation & Migration,Plateau,plateau,Association,O
Business,Business Actor,business-actor,Implementation & Migration,Work Package,work-package,Association,O
Business,Business Interface,business-interface,Common,Collaboration,collaboration,Association,O
Business,Business Interface,business-interface,Common,Event,event,Association,O
Business,Business Interface,business-interface,Common,Function,function,Association,O
Business,Business Interface,business-interface,Common,Grouping,grouping,Composition,C
Business,Business Interface,business-interface,Common,Grouping,grouping,Aggregation,G
Business,Business Interface,business-interface,Common,Grouping,grouping,Assignment,I
Business,Business Interface,business-interface,Common,Grouping,grouping,Realization,R
Business,Business Interface,business-interface,Common,Grouping,grouping,Serving,V
Business,Business Interface,business-interface,Common,Grouping,grouping,Access,A
Business,Business Interface,business-interface,Common,Grouping,grouping,Influence,N
Business,Business Interface,business-interface,Common,Grouping,grouping,Association,O
Business,Business Interface,business-interface,Common,Grouping,grouping,Specialization,S
Business,Business Interface,business-interface,Common,Grouping,grouping,Flow,F
Business,Business Interface,business-interface,Common,Grouping,grouping,Triggering,T
Business,Business Interface,business-interface,Common,Location,location,Association,O
Business,Business Interface,business-interface,Common,Path,path,Realization,R
Business,Business Interface,business-interface,Common,Path,path,Association,O
Business,Business Interface,business-interface,Common,Process,process,Association,O
Business,Business Interface,business-interface,Common,Role,role,Association,O
Business,Business Interface,business-interface,Common,Service,service,Assignment,I
Business,Business Interface,business-interface,Common,Service,service,Association,O
Business,Business Interface,business-interface,Motivation,Assessment,assessment,Association,O
Business,Business Interface,business-interface,Motivation,Driver,driver,Association,O
Business,Business Interface,business-interface,Motivation,Goal,goal,Association,O
Business,Business Interface,business-interface,Motivation,Meaning,meaning,Association,O
Business,Business Interface,business-interface,Motivation,Outcome,outcome,Association,O
Business,Business Interface,business-interface,Motivation,Principle,principle,Association,O
Business,Business Interface,business-interface,Motivation,Requirement,requirement,Realization,R
Business,Business Interface,business-interface,Motivation,Requirement,requirement,Influence,N
Business,Business Interface,business-interface,Motivation,Requirement,requirement,Association,O
Business,Business Interface,business-interface,Motivation,Stakeholder,stakeholder,Association,O
Business,Business Interface,business-interface,Motivation,Value,value,Association,O
Business,Business Interface,business-interface,Strategy,Capability,capability,Association,O
Business,Business Interface,business-interface,Strategy,Course of Action,course-of-action,Association,O
Business,Business Interface,business-interface,Strategy,Resource,resource,Realization,R
Business,Business Interface,business-interface,Strategy,Resource,resource,Influence,N
Business,Business Interface,business-interface,Strategy,Resource,resource,Association,O
Business,Business Interface,business-interface,Strategy,Value Stream,value-stream,Association,O
Business,Business Interface,business-interface,Business,Business Actor,business-actor,Association,O
Business,Business Interface,business-interface,Business,Business Interface,business-interface,Composition,C
Business,Business Interface,business-interface,Business,Business Interface,business-interface,Aggregation,G
Business,Business Interface,business-interface,Business,Business Interface,business-interface,Association,O
Business,Business Interface,business-interface,Business,Business Interface,business-interface,Specialization,S
Business,Business Interface,business-interface,Business,Business Object,business-object,Association,O
Business,Business Interface,business-interface,Business,Product,product,Association,O
Business,Business Interface,business-interface,Application,Application Component,application-component,Association,O
Business,Business Interface,business-interface,Application,Application Interface,application-interface,Association,O
Business,Business Interface,business-interface,Application,Data Object,data-object,Association,O
Business,Business Interface,business-interface,Technology,Artifact,artifact,Association,O
Business,Business Interface,business-interface,Technology,Communication Network,communication-network,Association,O
Business,Business Interface,business-interface,Technology,Device,device,Association,O
Business,Business Interface,business-interface,Technology,Distribution Network,distribution-network,Association,O
Business,Business Interface,business-interface,Technology,Equipment,equipment,Association,O
Business,Business Interface,business-interface,Technology,Facility,facility,Association,O
Business,Business Interface,business-interface,Technology,Material,material,Association,O
Business,Business Interface,business-interface,Technology,Node,technology-node,Association,O
Business,Business Interface,business-interface,Technology,System Software,system-software,Association,O
Business,Business Interface,business-interface,Technology,Technology Interface,technology-interface,Association,O
Business,Business Interface,business-interface,Implementation & Migration,Deliverable,deliverable,Association,O
Business,Business Interface,business-interface,Implementation & Migration,Plateau,plateau,Association,O
Business,Business Interface,business-interface,Implementation & Migration,Work Package,work-package,Association,O
Business,Business Object,business-object,Common,Collaboration,collaboration,Association,O
Business,Business Object,business-object,Common,Event,event,Association,O
Business,Business Object,business-object,Common,Function,function,Association,O
Business,Business Object,business-object,Common,Grouping,grouping,Composition,C
Business,Business Object,business-object,Common,Grouping,grouping,Aggregation,G
Business,Business Object,business-object,Common,Grouping,grouping,Assignment,I
Business,Business Object,business-object,Common,Grouping,grouping,Realization,R
Business,Business Object,business-object,Common,Grouping,grouping,Serving,V
Business,Business Object,business-object,Common,Grouping,grouping,Access,A
Business,Business Object,business-object,Common,Grouping,grouping,Influence,N
Business,Business Object,business-object,Common,Grouping,grouping,Association,O
Business,Business Object,business-object,Common,Grouping,grouping,Specialization,S
Business,Business Object,business-object,Common,Grouping,grouping,Flow,F
Business,Business Object,business-object,Common,Grouping,grouping,Triggering,T
Business,Business Object,business-object,Common,Location,location,Association,O
Business,Business Object,business-object,Common,Path,path,Association,O
Business,Business Object,business-object,Common,Process,process,Association,O
Business,Business Object,business-object,Common,Role,role,Association,O
Business,Business Object,business-object,Common,Service,service,Association,O
Business,Business Object,business-object,Motivation,Assessment,assessment,Association,O
Business,Business Object,business-object,Motivation,Driver,driver,Association,O
Business,Business Object,business-object,Motivation,Goal,goal,Association,O
Business,Business Object,business-object,Motivation,Meaning,meaning,Association,O
Business,Business Object,business-object,Motivation,Outcome,outcome,Association,O
Business,Business Object,business-object,Motivation,Principle,principle,Association,O
Business,Business Object,business-object,Motivation,Requirement,requirement,Realization,R
Business,Business Object,business-object,Motivation,Requirement,requirement,Influence,N
Business,Business Object,business-object,Motivation,Requirement,requirement,Association,O
Business,Business Object,business-object,Motivation,Stakeholder,stakeholder,Association,O
Business,Business Object,business-object,Motivation,Value,value,Association,O
Business,Business Object,business-object,Strategy,Capability,capability,Association,O
Business,Business Object,business-object,Strategy,Course of Action,course-of-action,Association,O
Business,Business Object,business-object,Strategy,Resource,resource,Realization,R
Business,Business Object,business-object,Strategy,Resource,resource,Influence,N
Business,Business Object,business-object,Strategy,Resource,resource,Association,O
Business,Business Object,business-object,Strategy,Value Stream,value-stream,Association,O
Business,Business Object,business-object,Business,Business Actor,business-actor,Association,O
Business,Business Object,business-object,Business,Business Interface,business-interface,Association,O
Business,Business Object,business-object,Business,Business Object,business-object,Composition,C
Business,Business Object,business-object,Business,Business Object,business-object,Aggregation,G
Business,Business Object,business-object,Business,Business Object,business-object,Association,O
Business,Business Object,business-object,Business,Business Object,business-object,Specialization,S
Business,Business Object,business-object,Business,Product,product,Association,O
Business,Business Object,business-object,Application,Application Component,application-component,Association,O
Business,Business Object,business-object,Application,Application Interface,application-interface,Association,O
Business,Business Object,business-object,Application,Data Object,data-object,Association,O
Business,Business Object,business-object,Technology,Artifact,artifact,Association,O
Business,Business Object,business-object,Technology,Communication Network,communication-network,Association,O
Business,Business Object,business-object,Technology,Device,device,Association,O
Business,Business Object,business-object,Technology,Distribution Network,distribution-network,Association,O
Business,Business Object,business-object,Technology,Equipment,equipment,Association,O
Business,Business Object,business-object,Technology,Facility,facility,Association,O
Business,Business Object,business-object,Technology,Material,material,Association,O
Business,Business Object,business-object,Technology,Node,technology-node,Association,O
Business,Business Object,business-object,Technology,System Software,system-software,Association,O
Business,Business Object,business-object,Technology,Technology Interface,technology-interface,Association,O
Business,Business Object,business-object,Implementation & Migration,Deliverable,deliverable,Association,O
Business,Business Object,business-object,Implementation & Migration,Deliverable,deliverable,Specialization,S
Business,Business Object,business-object,Implementation & Migration,Plateau,plateau,Association,O
Business,Business Object,business-object,Implementation & Migration,Work Package,work-package,Association,O
Business,Product,product,Common,Collaboration,collaboration,Association,O
Business,Product,product,Common,Event,event,Association,O
Business,Product,product,Common,Function,function,Association,O
Business,Product,product,Common,Grouping,grouping,Composition,C
Business,Product,product,Common,Grouping,grouping,Aggregation,G
Business,Product,product,Common,Grouping,grouping,Assignment,I
Business,Product,product,Common,Grouping,grouping,Realization,R
Business,Product,product,Common,Grouping,grouping,Serving,V
Business,Product,product,Common,Grouping,grouping,Access,A
Business,Product,product,Common,Grouping,grouping,Influence,N
Business,Product,product,Common,Grouping,grouping,Association,O
Business,Product,product,Common,Grouping,grouping,Specialization,S
Business,Product,product,Common,Grouping,grouping,Flow,F
Business,Product,product,Common,Grouping,grouping,Triggering,T
Business,Product,product,Common,Location,location,Association,O
Business,Product,product,Common,Path,path,Association,O
Business,Product,product,Common,Process,process,Association,O
Business,Product,product,Common,Role,role,Association,O
Business,Product,product,Common,Service,service,Composition,C
Business,Product,product,Common,Service,service,Aggregation,G
Business,Product,product,Common,Service,service,Association,O
Business,Product,product,Motivation,Assessment,assessment,Association,O
Business,Product,product,Motivation,Driver,driver,Association,O
Business,Product,product,Motivation,Goal,goal,Association,O
Business,Product,product,Motivation,Meaning,meaning,Association,O
Business,Product,product,Motivation,Outcome,outcome,Association,O
Business,Product,product,Motivation,Principle,principle,Association,O
Business,Product,product,Motivation,Requirement,requirement,Realization,R
Business,Product,product,Motivation,Requirement,requirement,Influence,N
Business,Product,product,Motivation,Requirement,requirement,Association,O
Business,Product,product,Motivation,Stakeholder,stakeholder,Association,O
Business,Product,product,Motivation,Value,value,Association,O
Business,Product,product,Strategy,Capability,capability,Association,O
Business,Product,product,Strategy,Course of Action,course-of-action,Association,O
Business,Product,product,Strategy,Resource,resource,Realization,R
Business,Product,product,Strategy,Resource,resource,Influence,N
Business,Product,product,Strategy,Resource,resource,Association,O
Business,Product,product,Strategy,Value Stream,value-stream,Association,O
Business,Product,product,Business,Business Actor,business-actor,Association,O
Business,Product,product,Business,Business Interface,business-interface,Association,O
Business,Product,product,Business,Business Object,business-object,Association,O
Business,Product,product,Business,Product,product,Composition,C
Business,Product,product,Business,Product,product,Aggregation,G
Business,Product,product,Business,Product,product,Association,O
Business,Product,product,Business,Product,product,Specialization,S
Business,Product,product,Application,Application Component,application-component,Association,O
Business,Product,product,Application,Application Interface,application-interface,Association,O
Business,Product,product,Application,Data Object,data-object,Association,O
Business,Product,product,Technology,Artifact,artifact,Composition,C
Business,Product,product,Technology,Artifact,artifact,Aggregation,G
Business,Product,product,Technology,Artifact,artifact,Association,O
Business,Product,product,Technology,Communication Network,communication-network,Association,O
Business,Product,product,Technology,Device,device,Association,O
Business,Product,product,Technology,Distribution Network,distribution-network,Association,O
Business,Product,product,Technology,Equipment,equipment,Association,O
Business,Product,product,Technology,Facility,facility,Association,O
Business,Product,product,Technology,Material,material,Composition,C
Business,Product,product,Technology,Material,material,Aggregation,G
Business,Product,product,Technology,Material,material,Association,O
Business,Product,product,Technology,Node,technology-node,Association,O
Business,Product,product,Technology,System Software,system-software,Association,O
Business,Product,product,Technology,Technology Interface,technology-interface,Association,O
Business,Product,product,Implementation & Migration,Deliverable,deliverable,Association,O
Business,Product,product,Implementation & Migration,Plateau,plateau,Association,O
Business,Product,product,Implementation & Migration,Work Package,work-package,Association,O
Application,Application Component,application-component,Common,Collaboration,collaboration,Association,O
Application,Application Component,application-component,Common,Event,event,Association,O
Application,Application Component,application-component,Common,Function,function,Assignment,I
Application,Application Component,application-component,Common,Function,function,Association,O
Application,Application Component,application-component,Common,Grouping,grouping,Composition,C
Application,Application Component,application-component,Common,Grouping,grouping,Aggregation,G
Application,Application Component,application-component,Common,Grouping,grouping,Assignment,I
Application,Application Component,application-component,Common,Grouping,grouping,Realization,R
Application,Application Component,application-component,Common,Grouping,grouping,Serving,V
Application,Application Component,application-component,Common,Grouping,grouping,Access,A
Application,Application Component,application-component,Common,Grouping,grouping,Influence,N
Application,Application Component,application-component,Common,Grouping,grouping,Association,O
Application,Application Component,application-component,Common,Grouping,grouping,Specialization,S
Application,Application Component,application-component,Common,Grouping,grouping,Flow,F
Application,Application Component,application-component,Common,Grouping,grouping,Triggering,T
Application,Application Component,application-component,Common,Location,location,Association,O
Application,Application Component,application-component,Common,Path,path,Realization,R
Application,Application Component,application-component,Common,Path,path,Association,O
Application,Application Component,application-component,Common,Process,process,Assignment,I
Application,Application Component,application-component,Common,Process,process,Association,O
Application,Application Component,application-component,Common,Role,role,Assignment,I
Application,Application Component,application-component,Common,Role,role,Association,O
Application,Application Component,application-component,Common,Service,service,Association,O
Application,Application Component,application-component,Motivation,Assessment,assessment,Association,O
Application,Application Component,application-component,Motivation,Driver,driver,Association,O
Application,Application Component,application-component,Motivation,Goal,goal,Association,O
Application,Application Component,application-component,Motivation,Meaning,meaning,Association,O
Application,Application Component,application-component,Motivation,Outcome,outcome,Association,O
Application,Application Component,application-component,Motivation,Principle,principle,Association,O
Application,Application Component,application-component,Motivation,Requirement,requirement,Realization,R
Application,Application Component,application-component,Motivation,Requirement,requirement,Influence,N
Application,Application Component,application-component,Motivation,Requirement,requirement,Association,O
Application,Application Component,application-component,Motivation,Stakeholder,stakeholder,Association,O
Application,Application Component,application-component,Motivation,Value,value,Association,O
Application,Application Component,application-component,Strategy,Capability,capability,Association,O
Application,Application Component,application-component,Strategy,Course of Action,course-of-action,Association,O
Application,Application Component,application-component,Strategy,Resource,resource,Realization,R
Application,Application Component,application-component,Strategy,Resource,resource,Influence,N
Application,Application Component,application-component,Strategy,Resource,resource,Association,O
Application,Application Component,application-component,Strategy,Value Stream,value-stream,Association,O
Application,Application Component,application-component,Business,Business Actor,business-actor,Association,O
Application,Application Component,application-component,Business,Business Interface,business-interface,Association,O
Application,Application Component,application-component,Business,Business Object,business-object,Association,O
Application,Application Component,application-component,Business,Product,product,Association,O
Application,Application Component,application-component,Application,Application Component,application-component,Composition,C
Application,Application Component,application-component,Application,Application Component,application-component,Aggregation,G
Application,Application Component,application-component,Application,Application Component,application-component,Serving,V
Application,Application Component,application-component,Application,Application Component,application-component,Association,O
Application,Application Component,application-component,Application,Application Component,application-component,Specialization,S
Application,Application Component,application-component,Application,Application Interface,application-interface,Assignment,I
Application,Application Component,application-component,Application,Application Interface,application-interface,Serving,V
Application,Application Component,application-component,Application,Application Interface,application-interface,Association,O
Application,Application Component,application-component,Application,Data Object,data-object,Assignment,I
Application,Application Component,application-component,Application,Data Object,data-object,Access,A
Application,Application Component,application-component,Application,Data Object,data-object,Association,O
Application,Application Component,application-component,Technology,Artifact,artifact,Association,O
Application,Application Component,application-component,Technology,Communication Network,communication-network,Association,O
Application,Application Component,application-component,Technology,Device,device,Association,O
Application,Application Component,application-component,Technology,Distribution Network,distribution-network,Association,O
Application,Application Component,application-component,Technology,Equipment,equipment,Association,O
Application,Application Component,application-component,Technology,Facility,facility,Association,O
Application,Application Component,application-component,Technology,Material,material,Association,O
Application,Application Component,application-component,Technology,Node,technology-node,Association,O
Application,Application Component,application-component,Technology,System Software,system-software,Association,O
Application,Application Component,application-component,Technology,Technology Interface,technology-interface,Association,O
Application,Application Component,application-component,Implementation & Migration,Deliverable,deliverable,Association,O
Application,Application Component,application-component,Implementation & Migration,Plateau,plateau,Association,O
Application,Application Component,application-component,Implementation & Migration,Work Package,work-package,Association,O
Application,Application Interface,application-interface,Common,Collaboration,collaboration,Association,O
Application,Application Interface,application-interface,Common,Event,event,Association,O
Application,Application Interface,application-interface,Common,Function,function,Association,O
Application,Application Interface,application-interface,Common,Grouping,grouping,Composition,C
Application,Application Interface,application-interface,Common,Grouping,grouping,Aggregation,G
Application,Application Interface,application-interface,Common,Grouping,grouping,Assignment,I
Application,Application Interface,application-interface,Common,Grouping,grouping,Realization,R
Application,Application Interface,application-interface,Common,Grouping,grouping,Serving,V
Application,Application Interface,application-interface,Common,Grouping,grouping,Access,A
Application,Application Interface,application-interface,Common,Grouping,grouping,Influence,N
Application,Application Interface,application-interface,Common,Grouping,grouping,Association,O
Application,Application Interface,application-interface,Common,Grouping,grouping,Specialization,S
Application,Application Interface,application-interface,Common,Grouping,grouping,Flow,F
Application,Application Interface,application-interface,Common,Grouping,grouping,Triggering,T
Application,Application Interface,application-interface,Common,Location,location,Association,O
Application,Application Interface,application-interface,Common,Path,path,Realization,R
Application,Application Interface,application-interface,Common,Path,path,Association,O
Application,Application Interface,application-interface,Common,Process,process,Association,O
Application,Application Interface,application-interface,Common,Role,role,Association,O
Application,Application Interface,application-interface,Common,Service,service,Assignment,I
Application,Application Interface,application-interface,Common,Service,service,Association,O
Application,Application Interface,application-interface,Motivation,Assessment,assessment,Association,O
Application,Application Interface,application-interface,Motivation,Driver,driver,Association,O
Application,Application Interface,application-interface,Motivation,Goal,goal,Association,O
Application,Application Interface,application-interface,Motivation,Meaning,meaning,Association,O
Application,Application Interface,application-interface,Motivation,Outcome,outcome,Association,O
Application,Application Interface,application-interface,Motivation,Principle,principle,Association,O
Application,Application Interface,application-interface,Motivation,Requirement,requirement,Realization,R
Application,Application Interface,application-interface,Motivation,Requirement,requirement,Influence,N
Application,Application Interface,application-interface,Motivation,Requirement,requirement,Association,O
Application,Application Interface,application-interface,Motivation,Stakeholder,stakeholder,Association,O
Application,Application Interface,application-interface,Motivation,Value,value,Association,O
Application,Application Interface,application-interface,Strategy,Capability,capability,Association,O
Application,Application Interface,application-interface,Strategy,Course of Action,course-of-action,Association,O
Application,Application Interface,application-interface,Strategy,Resource,resource,Realization,R
Application,Application Interface,application-interface,Strategy,Resource,resource,Influence,N
Application,Application Interface,application-interface,Strategy,Resource,resource,Association,O
Application,Application Interface,application-interface,Strategy,Value Stream,value-stream,Association,O
Application,Application Interface,application-interface,Business,Business Actor,business-actor,Association,O
Application,Application Interface,application-interface,Business,Business Interface,business-interface,Realization,R
Application,Application Interface,application-interface,Business,Business Interface,business-interface,Association,O
Application,Application Interface,application-interface,Business,Business Object,business-object,Association,O
Application,Application Interface,application-interface,Business,Product,product,Association,O
Application,Application Interface,application-interface,Application,Application Component,application-component,Association,O
Application,Application Interface,application-interface,Application,Application Interface,application-interface,Composition,C
Application,Application Interface,application-interface,Application,Application Interface,application-interface,Aggregation,G
Application,Application Interface,application-interface,Application,Application Interface,application-interface,Association,O
Application,Application Interface,application-interface,Application,Application Interface,application-interface,Specialization,S
Application,Application Interface,application-interface,Application,Data Object,data-object,Association,O
Application,Application Interface,application-interface,Technology,Artifact,artifact,Association,O
Application,Application Interface,application-interface,Technology,Communication Network,communication-network,Association,O
Application,Application Interface,application-interface,Technology,Device,device,Association,O
Application,Application Interface,application-interface,Technology,Distribution Network,distribution-network,Association,O
Application,Application Interface,application-interface,Technology,Equipment,equipment,Association,O
Application,Application Interface,application-interface,Technology,Facility,facility,Association,O
Application,Application Interface,application-interface,Technology,Material,material,Association,O
Application,Application Interface,application-interface,Technology,Node,technology-node,Association,O
Application,Application Interface,application-interface,Technology,System Software,system-software,Association,O
Application,Application Interface,application-interface,Technology,Technology Interface,technology-interface,Association,O
Application,Application Interface,application-interface,Implementation & Migration,Deliverable,deliverable,Association,O
Application,Application Interface,application-interface,Implementation & Migration,Plateau,plateau,Association,O
Application,Application Interface,application-interface,Implementation & Migration,Work Package,work-package,Association,O
Application,Data Object,data-object,Common,Collaboration,collaboration,Association,O
Application,Data Object,data-object,Common,Event,event,Association,O
Application,Data Object,data-object,Common,Function,function,Association,O
Application,Data Object,data-object,Common,Grouping,grouping,Composition,C
Application,Data Object,data-object,Common,Grouping,grouping,Aggregation,G
Application,Data Object,data-object,Common,Grouping,grouping,Assignment,I
Application,Data Object,data-object,Common,Grouping,grouping,Realization,R
Application,Data Object,data-object,Common,Grouping,grouping,Serving,V
Application,Data Object,data-object,Common,Grouping,grouping,Access,A
Application,Data Object,data-object,Common,Grouping,grouping,Influence,N
Application,Data Object,data-object,Common,Grouping,grouping,Association,O
Application,Data Object,data-object,Common,Grouping,grouping,Specialization,S
Application,Data Object,data-object,Common,Grouping,grouping,Flow,F
Application,Data Object,data-object,Common,Grouping,grouping,Triggering,T
Application,Data Object,data-object,Common,Location,location,Association,O
Application,Data Object,data-object,Common,Path,path,Association,O
Application,Data Object,data-object,Common,Process,process,Association,O
Application,Data Object,data-object,Common,Role,role,Association,O
Application,Data Object,data-object,Common,Service,service,Association,O
Application,Data Object,data-object,Motivation,Assessment,assessment,Association,O
Application,Data Object,data-object,Motivation,Driver,driver,Association,O
Application,Data Object,data-object,Motivation,Goal,goal,Association,O
Application,Data Object,data-object,Motivation,Meaning,meaning,Association,O
Application,Data Object,data-object,Motivation,Outcome,outcome,Association,O
Application,Data Object,data-object,Motivation,Principle,principle,Association,O
Application,Data Object,data-object,Motivation,Requirement,requirement,Realization,R
Application,Data Object,data-object,Motivation,Requirement,requirement,Influence,N
Application,Data Object,data-object,Motivation,Requirement,requirement,Association,O
Application,Data Object,data-object,Motivation,Stakeholder,stakeholder,Association,O
Application,Data Object,data-object,Motivation,Value,value,Association,O
Application,Data Object,data-object,Strategy,Capability,capability,Association,O
Application,Data Object,data-object,Strategy,Course of Action,course-of-action,Association,O
Application,Data Object,data-object,Strategy,Resource,resource,Realization,R
Application,Data Object,data-object,Strategy,Resource,resource,Influence,N
Application,Data Object,data-object,Strategy,Resource,resource,Association,O
Application,Data Object,data-object,Strategy,Value Stream,value-stream,Association,O
Application,Data Object,data-object,Business,Business Actor,business-actor,Association,O
Application,Data Object,data-object,Business,Business Interface,business-interface,Association,O
Application,Data Object,data-object,Business,Business Object,business-object,Realization,R
Application,Data Object,data-object,Business,Business Object,business-object,Association,O
Application,Data Object,data-object,Business,Product,product,Association,O
Application,Data Object,data-object,Application,Application Component,application-component,Association,O
Application,Data Object,data-object,Application,Application Interface,application-interface,Association,O
Application,Data Object,data-object,Application,Data Object,data-object,Composition,C
Application,Data Object,data-object,Application,Data Object,data-object,Aggregation,G
Application,Data Object,data-object,Application,Data Object,data-object,Association,O
Application,Data Object,data-object,Application,Data Object,data-object,Specialization,S
Application,Data Object,data-object,Technology,Artifact,artifact,Association,O
Application,Data Object,data-object,Technology,Communication Network,communication-network,Association,O
Application,Data Object,data-object,Technology,Device,device,Association,O
Application,Data Object,data-object,Technology,Distribution Network,distribution-network,Association,O
Application,Data Object,data-object,Technology,Equipment,equipment,Association,O
Application,Data Object,data-object,Technology,Facility,facility,Association,O
Application,Data Object,data-object,Technology,Material,material,Association,O
Application,Data Object,data-object,Technology,Node,technology-node,Association,O
Application,Data Object,data-object,Technology,System Software,system-software,Association,O
Application,Data Object,data-object,Technology,Technology Interface,technology-interface,Association,O
Application,Data Object,data-object,Implementation & Migration,Deliverable,deliverable,Association,O
Application,Data Object,data-object,Implementation & Migration,Deliverable,deliverable,Specialization,S
Application,Data Object,data-object,Implementation & Migration,Plateau,plateau,Association,O
Application,Data Object,data-object,Implementation & Migration,Work Package,work-package,Association,O
Technology,Artifact,artifact,Common,Collaboration,collaboration,Association,O
Technology,Artifact,artifact,Common,Event,event,Association,O
Technology,Artifact,artifact,Common,Function,function,Association,O
Technology,Artifact,artifact,Common,Grouping,grouping,Composition,C
Technology,Artifact,artifact,Common,Grouping,grouping,Aggregation,G
Technology,Artifact,artifact,Common,Grouping,grouping,Assignment,I
Technology,Artifact,artifact,Common,Grouping,grouping,Realization,R
Technology,Artifact,artifact,Common,Grouping,grouping,Serving,V
Technology,Artifact,artifact,Common,Grouping,grouping,Access,A
Technology,Artifact,artifact,Common,Grouping,grouping,Influence,N
Technology,Artifact,artifact,Common,Grouping,grouping,Association,O
Technology,Artifact,artifact,Common,Grouping,grouping,Specialization,S
Technology,Artifact,artifact,Common,Grouping,grouping,Flow,F
Technology,Artifact,artifact,Common,Grouping,grouping,Triggering,T
Technology,Artifact,artifact,Common,Location,location,Association,O
Technology,Artifact,artifact,Common,Path,path,Association,O
Technology,Artifact,artifact,Common,Process,process,Association,O
Technology,Artifact,artifact,Common,Role,role,Association,O
Technology,Artifact,artifact,Common,Service,service,Association,O
Technology,Artifact,artifact,Motivation,Assessment,assessment,Association,O
Technology,Artifact,artifact,Motivation,Driver,driver,Association,O
Technology,Artifact,artifact,Motivation,Goal,goal,Association,O
Technology,Artifact,artifact,Motivation,Meaning,meaning,Association,O
Technology,Artifact,artifact,Motivation,Outcome,outcome,Association,O
Technology,Artifact,artifact,Motivation,Principle,principle,Association,O
Technology,Artifact,artifact,Motivation,Requirement,requirement,Realization,R
Technology,Artifact,artifact,Motivation,Requirement,requirement,Influence,N
Technology,Artifact,artifact,Motivation,Requirement,requirement,Association,O
Technology,Artifact,artifact,Motivation,Stakeholder,stakeholder,Association,O
Technology,Artifact,artifact,Motivation,Value,value,Association,O
Technology,Artifact,artifact,Strategy,Capability,capability,Association,O
Technology,Artifact,artifact,Strategy,Course of Action,course-of-action,Association,O
Technology,Artifact,artifact,Strategy,Resource,resource,Realization,R
Technology,Artifact,artifact,Strategy,Resource,resource,Association,O
Technology,Artifact,artifact,Strategy,Value Stream,value-stream,Association,O
Technology,Artifact,artifact,Business,Business Actor,business-actor,Association,O
Technology,Artifact,artifact,Business,Business Interface,business-interface,Association,O
Technology,Artifact,artifact,Business,Business Object,business-object,Association,O
Technology,Artifact,artifact,Business,Business Object,business-object,Specialization,S
Technology,Artifact,artifact,Business,Product,product,Association,O
Technology,Artifact,artifact,Application,Application Component,application-component,Realization,R
Technology,Artifact,artifact,Application,Application Component,application-component,Association,O
Technology,Artifact,artifact,Application,Application Interface,application-interface,Association,O
Technology,Artifact,artifact,Application,Data Object,data-object,Realization,R
Technology,Artifact,artifact,Application,Data Object,data-object,Association,O
Technology,Artifact,artifact,Application,Data Object,data-object,Specialization,S
Technology,Artifact,artifact,Technology,Artifact,artifact,Composition,C
Technology,Artifact,artifact,Technology,Artifact,artifact,Aggregation,G
Technology,Artifact,artifact,Technology,Artifact,artifact,Association,O
Technology,Artifact,artifact,Technology,Artifact,artifact,Specialization,S
Technology,Artifact,artifact,Technology,Communication Network,communication-network,Association,O
Technology,Artifact,artifact,Technology,Device,device,Association,O
Technology,Artifact,artifact,Technology,Distribution Network,distribution-network,Association,O
Technology,Artifact,artifact,Technology,Equipment,equipment,Association,O
Technology,Artifact,artifact,Technology,Facility,facility,Association,O
Technology,Artifact,artifact,Technology,Material,material,Association,O
Technology,Artifact,artifact,Technology,Node,technology-node,Association,O
Technology,Artifact,artifact,Technology,System Software,system-software,Association,O
Technology,Artifact,artifact,Technology,Technology Interface,technology-interface,Association,O
Technology,Artifact,artifact,Implementation & Migration,Deliverable,deliverable,Association,O
Technology,Artifact,artifact,Implementation & Migration,Plateau,plateau,Association,O
Technology,Artifact,artifact,Implementation & Migration,Work Package,work-package,Association,O
Technology,Communication Network,communication-network,Common,Collaboration,collaboration,Association,O
Technology,Communication Network,communication-network,Common,Event,event,Association,O
Technology,Communication Network,communication-network,Common,Function,function,Association,O
Technology,Communication Network,communication-network,Common,Grouping,grouping,Composition,C
Technology,Communication Network,communication-network,Common,Grouping,grouping,Aggregation,G
Technology,Communication Network,communication-network,Common,Grouping,grouping,Assignment,I
Technology,Communication Network,communication-network,Common,Grouping,grouping,Realization,R
Technology,Communication Network,communication-network,Common,Grouping,grouping,Serving,V
Technology,Communication Network,communication-network,Common,Grouping,grouping,Access,A
Technology,Communication Network,communication-network,Common,Grouping,grouping,Influence,N
Technology,Communication Network,communication-network,Common,Grouping,grouping,Association,O
Technology,Communication Network,communication-network,Common,Grouping,grouping,Specialization,S
Technology,Communication Network,communication-network,Common,Grouping,grouping,Flow,F
Technology,Communication Network,communication-network,Common,Grouping,grouping,Triggering,T
Technology,Communication Network,communication-network,Common,Location,location,Association,O
Technology,Communication Network,communication-network,Common,Path,path,Realization,R
Technology,Communication Network,communication-network,Common,Path,path,Association,O
Technology,Communication Network,communication-network,Common,Process,process,Association,O
Technology,Communication Network,communication-network,Common,Role,role,Association,O
